Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Polynomial Kernels and User Reductions for the Workflow Satisfiability Problem","Algorithmica","","75","2","10.1007/s00453-015-9986-9","Gregory GutinStefan KratschMagnus Wahlström","2016","http://link.springer.com/article/10.1007/s00453-015-9986-9","Article"
"A Data-Driven Evaluation for Insider Threats","Data Science and Engineering","","1","2","10.1007/s41019-016-0009-x","Yuqing SunHaoran XuElisa BertinoChao Sun","2016","http://link.springer.com/article/10.1007/s41019-016-0009-x","Article"
"Effectiveness and performance analysis of model-oriented security requirements engineering to elicit security requirements: a systematic solution for developing secure software systems","International Journal of Information Security","","15","3","10.1007/s10207-015-0305-x","P. SaliniS. Kanmani","2016","http://link.springer.com/article/10.1007/s10207-015-0305-x","Article"
"Changing Social and Environmental Reporting Systems","Journal of Business Ethics","","135","4","10.1007/s10551-014-2496-x","Mia KaspersenThomas Riise Johansen","2016","http://link.springer.com/article/10.1007/s10551-014-2496-x","Article"
"Cybersecurity policy verification with declarative programming","Applied Intelligence","","45","1","10.1007/s10489-015-0749-8","Rattikorn HewettPhongphun KijsanayothinStephanie BakMarry Galbrei","2016","http://link.springer.com/article/10.1007/s10489-015-0749-8","Article"
"Algorithms for the workflow satisfiability problem engineered for counting constraints","Journal of Combinatorial Optimization","","32","1","10.1007/s10878-015-9877-7","D. CohenJ. CramptonA. GagarinG. GutinM. Jones","2016","http://link.springer.com/article/10.1007/s10878-015-9877-7","Article"
"A rhythm-based access control system for secure wellness services","The Journal of Supercomputing","","72","7","10.1007/s11227-016-1642-x","Hyungjin ImJeong Kyu LeeJong Hyuk Park","2016","http://link.springer.com/article/10.1007/s11227-016-1642-x","Article"
"Business process modelling challenges and solutions: a literature review","Journal of Intelligent Manufacturing","","27","4","10.1007/s10845-014-0917-4","Youseef Alotaibi","2016","http://link.springer.com/article/10.1007/s10845-014-0917-4","Article"
"DB-SECaaS: a cloud-based protection system for document-oriented NoSQL databases","EURASIP Journal on Information Security","","2016","1","10.1186/s13635-016-0040-5","Yumna GhaziRahat MasoodAbid RaufMuhammad Awais ShibliOsman Hassan","2016","http://link.springer.com/article/10.1186/s13635-016-0040-5","Article"
"Adaptive identity and access management—contextual data based policies","EURASIP Journal on Information Security","","2016","1","10.1186/s13635-016-0043-2","Matthias HummerMichael KunzMichael NetterLudwig FuchsGünther Pernul","2016","http://link.springer.com/article/10.1186/s13635-016-0043-2","Article"
"An advanced approach to security measurement system","The Journal of Supercomputing","","72","9","10.1007/s11227-015-1585-7","Youngin YouInhyun ChoKyungho Lee","2016","http://link.springer.com/article/10.1007/s11227-015-1585-7","Article"
"A comprehensive meta-analysis of cryptographic security mechanisms for cloud computing","Journal of Ambient Intelligence and Humanized Computing","","7","5","10.1007/s12652-016-0385-0","Mehmet Sabır Kiraz","2016","http://link.springer.com/article/10.1007/s12652-016-0385-0","Article"
"Event correlation in cloud: a forensic perspective","Computing","","98","11","10.1007/s00607-016-0500-2","B. K. S. P. Kumar RajuG. Geethakumari","2016","http://link.springer.com/article/10.1007/s00607-016-0500-2","Article"
"Role based access control design using triadic concept analysis","Journal of Central South University","","23","12","10.1007/s11771-016-3384-6","Ch. Aswani KumarS. Chandra MouliswaranJin-hai LiC. Chandrasekar","2016","http://link.springer.com/article/10.1007/s11771-016-3384-6","Article"
"A tamper-proof audit and control system for the doctor in the loop","Brain Informatics","","3","4","10.1007/s40708-016-0046-2","Peter KiesebergBernd MallePeter FrühwirtEdgar WeipplAndreas Holzinger","2016","http://link.springer.com/article/10.1007/s40708-016-0046-2","Article"
"Rule-based inference and decomposition for distributed in-network processing in wireless sensor networks","Knowledge and Information Systems","","50","1","10.1007/s10115-016-0942-z","Ozgur SanliIbrahim KorpeogluAdnan Yazici","2017","http://link.springer.com/article/10.1007/s10115-016-0942-z","Article"
"A formal modeling and analysis approach for access control rules, policies, and their combinations","International Journal of Information Security","","16","1","10.1007/s10207-016-0314-4","Vahid R. KarimiPaulo S. C. AlencarDonald D. Cowan","2017","http://link.springer.com/article/10.1007/s10207-016-0314-4","Article"
"Fences as Controls to Reduce Accountants’ Rationalization","Journal of Business Ethics","","141","3","10.1007/s10551-015-2701-6","Alan ReinsteinEileen Z. Taylor","2017","http://link.springer.com/article/10.1007/s10551-015-2701-6","Article"
"Internal control and internal capital allocation: evidence from internal capital markets of multi-segment firms","Review of Accounting Studies","","22","1","10.1007/s11142-016-9377-8","Ranjan D’MelloXinghua GaoYonghong Jia","2017","http://link.springer.com/article/10.1007/s11142-016-9377-8","Article"
"Role updating in information systems using model checking","Knowledge and Information Systems","","51","1","10.1007/s10115-016-0974-4","Jinwei HuKhaled M. KhanYan ZhangYun BaiRuixuan Li","2017","http://link.springer.com/article/10.1007/s10115-016-0974-4","Article"
"A secure smart card authentication and authorization framework using in multimedia cloud","Multimedia Tools and Applications","","76","9","10.1007/s11042-016-3506-z","Ta-Chih YangNai-Wei LoHorng-Twu LiawWei Chen Wu","2017","http://link.springer.com/article/10.1007/s11042-016-3506-z","Article"
"On the satisfiability of authorization requirements in business process","Frontiers of Computer Science","","11","3","10.1007/s11704-016-6016-2","Yang BoChunhe XiaZhigang ZhangXinzheng Lu","2017","http://link.springer.com/article/10.1007/s11704-016-6016-2","Article"
"Work-Based Access Control Model for Cooperative Healthcare Environments: Formal Specification and Verification","Journal of Healthcare Informatics Research","","1","1","10.1007/s41666-017-0004-7","Mohamed AbomharaHuihui YangGeir M. KøienMehdi Ben Lazreg","2017","http://link.springer.com/article/10.1007/s41666-017-0004-7","Article"
"Combining concept maps and interviews to produce representations of personal professional theories in higher vocational education: effects of order and vocational domain","Instructional Science","","45","3","10.1007/s11251-017-9407-3","Antoine C. M. van den BogaartHarmen SchaapHans G. K. HummelPaul A. Kirschner","2017","http://link.springer.com/article/10.1007/s11251-017-9407-3","Article"
"Tenant-based access control model for multi-tenancy and sub-tenancy architecture in Software-as-a-Service","Frontiers of Computer Science","","11","3","10.1007/s11704-016-5081-x","Qiong ZuoMeiyi XieGuanqiu QiHong Zhu","2017","http://link.springer.com/article/10.1007/s11704-016-5081-x","Article"
"Data security in mobile cloud computing paradigm: a survey, taxonomy and open research issues","The Journal of Supercomputing","","73","6","10.1007/s11227-016-1945-y","Tarunpreet BhatiaA. K. Verma","2017","http://link.springer.com/article/10.1007/s11227-016-1945-y","Article"
"Supporting aspect orientation in business process management","Software & Systems Modeling","","16","3","10.1007/s10270-015-0496-7","Amin JalaliChun OuyangPetia WohedPaul Johannesson","2017","http://link.springer.com/article/10.1007/s10270-015-0496-7","Article"
"Design notations for secure software: a systematic literature review","Software & Systems Modeling","","16","3","10.1007/s10270-015-0486-9","Alexander van den BergheRiccardo ScandariatoKoen YskoutWouter Joosen","2017","http://link.springer.com/article/10.1007/s10270-015-0486-9","Article"
"Designing secure business processes with SecBPMN","Software & Systems Modeling","","16","3","10.1007/s10270-015-0499-4","Mattia SalnitriFabiano DalpiazPaolo Giorgini","2017","http://link.springer.com/article/10.1007/s10270-015-0499-4","Article"
"A Decade of Monitoring HIV Epidemics in Nigeria: Positioning for Post-2015 Agenda","AIDS and Behavior","","21","1","10.1007/s10461-016-1603-7","Oluyemisi AkinwandeAdebobola BashorunAderemi AzeezFrancis AgboPatrick DakumAlashle AbimikuCamara BilaliJohn IdokoKayode Ogungbemi","2017","http://link.springer.com/article/10.1007/s10461-016-1603-7","Article"
"A comprehensive and quantitative internal control index: construction, validation, and impact","Review of Quantitative Finance and Accounting","","49","2","10.1007/s11156-016-0593-x","Hanwen ChenWang DongHongling HanNan Zhou","2017","http://link.springer.com/article/10.1007/s11156-016-0593-x","Article"
"An exact algorithm for parallel machine scheduling with conflicts","Journal of Scheduling","","20","4","10.1007/s10951-016-0482-0","Daniel KowalczykRoel Leus","2017","http://link.springer.com/article/10.1007/s10951-016-0482-0","Article"
"Intangible assets on the balance sheet and audit fees","International Journal of Disclosure and Governance","","14","3","10.1057/s41310-017-0023-x","Gnanakumar Visvanathan","2017","http://link.springer.com/article/10.1057/s41310-017-0023-x","Article"
"The effect of competencies, team problem-solving ability, and computer audit activity on internal audit performance","Information Systems Frontiers","","19","5","10.1007/s10796-015-9620-z","Tung-Hsien WuShi-Ming HuangShaio Yan HuangDavid C. Yen","2017","http://link.springer.com/article/10.1007/s10796-015-9620-z","Article"
"Information security governance: pending legal responsibilities of non-executive boards","Journal of Management & Governance","","21","4","10.1007/s10997-016-9358-0","Laura Georg","2017","http://link.springer.com/article/10.1007/s10997-016-9358-0","Article"
"Perceptions on the Causes of Individual and Fraudulent Co-offending: Views of Forensic Accountants","Journal of Business Ethics","","146","2","10.1007/s10551-015-2881-0","Jeanette Van AkkerenSherrena Buckby","2017","http://link.springer.com/article/10.1007/s10551-015-2881-0","Article"
"The relationship between audit report delay and investment opportunities","Eurasian Business Review","","7","3","10.1007/s40821-016-0070-4","Zeinab AzamiTabandeh Salehi","2017","http://link.springer.com/article/10.1007/s40821-016-0070-4","Article"
"Participant Density-Independent Location Privacy Protection for Data Aggregation in Mobile Crowd-Sensing","Wireless Personal Communications","","98","1","10.1007/s11277-017-4891-y","Jianwei ChenHuadong MaDong ZhaoDavid S. L. Wei","2018","http://link.springer.com/article/10.1007/s11277-017-4891-y","Article"
"Severity-sensitive norm-governed multi-agent planning","Autonomous Agents and Multi-Agent Systems","","32","1","10.1007/s10458-017-9372-x","Luca GaspariniTimothy J. NormanMartin J. Kollingbaum","2018","http://link.springer.com/article/10.1007/s10458-017-9372-x","Article"
"Similarity testing for role-based access control systems","Journal of Software Engineering Research and Development","","6","1","10.1186/s40411-017-0045-x","Carlos Diego N. DamascenoPaulo C. MasieroAdenilso Simao","2018","http://link.springer.com/article/10.1186/s40411-017-0045-x","Article"
"Security Requirements Elicitation from Airline Turnaround Processes","Business & Information Systems Engineering","","60","1","10.1007/s12599-018-0518-4","Raimundas MatulevičiusAlex NortaSilver Samarütel","2018","http://link.springer.com/article/10.1007/s12599-018-0518-4","Article"
"A market-based smart grid approach to increasing power grid capacity without physical grid expansion","Computer Science - Research and Development","","33","1 - 2","10.1007/s00450-017-0356-5","Joachim BagemihlFrank BoesnerJens RiesingerMichael KünzliGwendolin WilkeGabriela BinderHolger WacheDaniel LaagerJürgen BreitMichael WurzingerJuliana ZapataSilvia Ulli-BeerVincent LayecThomas StadlerFranz Stabauer","2018","http://link.springer.com/article/10.1007/s00450-017-0356-5","Article"
"Preventing occupational corruption: utilising situational crime prevention techniques and theory to enhance organisational resilience","Security Journal","","31","1","10.1057/s41284-016-0087-5","Martin TunleyMark ButtonDavid ShepherdDean Blackbourn","2018","http://link.springer.com/article/10.1057/s41284-016-0087-5","Article"
"Using information flow analysis to detect implicit information leaks for web service composition","Frontiers of Information Technology & Electronic Engineering","","19","4","10.1631/FITEE.1601371","Jia-xin JiangZhi-qiu HuangWei-wei MaYan Cao","2018","http://link.springer.com/article/10.1631/FITEE.1601371","Article"
"Mining team compositions for collaborative work in business processes","Software & Systems Modeling","","17","2","10.1007/s10270-016-0567-4","Stefan SchönigCristina CabanillasClaudio Di CiccioStefan JablonskiJan Mendling","2018","http://link.springer.com/article/10.1007/s10270-016-0567-4","Article"
"A novel multilayer AAA model for integrated applications","Neural Computing and Applications","","29","10","10.1007/s00521-016-2610-3","Afshin RezakhaniHossein ShiraziNasser Modiri","2018","http://link.springer.com/article/10.1007/s00521-016-2610-3","Article"
"Enforcing compliance of hierarchical business process with visual security constraints","International Journal of System Assurance Engineering and Management","","9","3","10.1007/s13198-017-0653-1","Li DuanYang ZhangChang-ai SunJunliang Chen","2018","http://link.springer.com/article/10.1007/s13198-017-0653-1","Article"
"A Disposition-Based Fraud Model: Theoretical Integration and Research Agenda","Journal of Business Ethics","","150","3","10.1007/s10551-016-3199-2","Vasant Raval","2018","http://link.springer.com/article/10.1007/s10551-016-3199-2","Article"
"Garbled role-based access control in the cloud","Journal of Ambient Intelligence and Humanized Computing","","9","4","10.1007/s12652-017-0573-6","Masoom AlamNaina EmmanuelTanveer KhanYang XiangHoucine Hassan","2018","http://link.springer.com/article/10.1007/s12652-017-0573-6","Article"
"Advanced algorithms and applications based on IoT for the smart devices","Journal of Ambient Intelligence and Humanized Computing","","9","4","10.1007/s12652-018-0715-5","Jong Hyuk ParkNeil Yuwen Yen","2018","http://link.springer.com/article/10.1007/s12652-018-0715-5","Article"
"Cross-Border Insurance Groups: Towards a Comprehensive Supervision Under Solvency II*","The Geneva Papers on Risk and Insurance - Issues and Practice","","43","4","10.1057/s41288-018-0090-7","Pierpaolo MaranoMichele Siri","2018","http://link.springer.com/article/10.1057/s41288-018-0090-7","Article"
"Cybersecurity: the three-headed Janus","Journal of Information Technology Teaching Cases","","8","2","10.1057/s41266-018-0037-7","Erica DiffeePratim Datta","2018","http://link.springer.com/article/10.1057/s41266-018-0037-7","Article"
"Role based access control design using three-way formal concept analysis","International Journal of Machine Learning and Cybernetics","","9","11","10.1007/s13042-018-0840-7","Chandra Mouliswaran SubramanianAswani Kumar CherukuriChandrasekar Chelliah","2018","http://link.springer.com/article/10.1007/s13042-018-0840-7","Article"
"Analyzing business process anomalies using autoencoders","Machine Learning","","107","11","10.1007/s10994-018-5702-8","Timo NolleStefan LuettgenAlexander SeeligerMax Mühlhäuser","2018","http://link.springer.com/article/10.1007/s10994-018-5702-8","Article"
"Costs and benefits of internal control audits: evidence from M&A transactions","Review of Accounting Studies","","23","4","10.1007/s11142-018-9468-9","Todd D. KravetSarah E. McVayDavid P. Weber","2018","http://link.springer.com/article/10.1007/s11142-018-9468-9","Article"
"Safety Culture in Financial Trading: An Analysis of Trading Misconduct Investigations","Journal of Business Ethics","","154","2","10.1007/s10551-017-3463-0","Meghan P. LeaverTom W. Reader","2019","http://link.springer.com/article/10.1007/s10551-017-3463-0","Article"
"Security in OpenFlow-based SDN, opportunities and challenges","Photonic Network Communications","","37","1","10.1007/s11107-018-0803-7","Jaouad BenabbouKhalid ElbaamraniNoureddine Idboufker","2019","http://link.springer.com/article/10.1007/s11107-018-0803-7","Article"
"RSL-IL4Privacy: a domain-specific language for the rigorous specification of privacy policies","Requirements Engineering","","24","1","10.1007/s00766-018-0305-2","João CaramujoAlberto Rodrigues da SilvaShaghayegh MonfaredAndré RibeiroPável CaladoTravis Breaux","2019","http://link.springer.com/article/10.1007/s00766-018-0305-2","Article"
"Understanding the behavioral gap: Why would managers (not) engage in CSR-related activities?","Journal of Management Control","","30","1","10.1007/s00187-019-00275-y","Madeleine FederBarbara E. Weißenberger","2019","http://link.springer.com/article/10.1007/s00187-019-00275-y","Article"
"Corporate choice and individual values: using accounting to align incentives","Business Research","","12","1","10.1007/s40685-018-0073-3","John Christensen","2019","http://link.springer.com/article/10.1007/s40685-018-0073-3","Article"
"Creeper: a tool for detecting permission creep in file system access controls","Cybersecurity","","2","1","10.1186/s42400-019-0031-1","Simon ParkinsonSaad KhanJames BrayDaiyaan Shreef","2019","http://link.springer.com/article/10.1186/s42400-019-0031-1","Article"
"Survey of access control models and technologies for cloud computing","Cluster Computing","","22","3","10.1007/s10586-018-1850-7","Fangbo CaiNafei ZhuJingsha HePengyu MuWenxin LiYi Yu","2019","http://link.springer.com/article/10.1007/s10586-018-1850-7","Article"
"Collaboration IoT-Based RBAC with Trust Evaluation Algorithm Model for Massive IoT Integrated Application","Mobile Networks and Applications","","24","3","10.1007/s11036-018-1085-0","Hsing-Chung Chen","2019","http://link.springer.com/article/10.1007/s11036-018-1085-0","Article"
"Template-based model generation","Software & Systems Modeling","","18","3","10.1007/s10270-017-0634-5","Xiao HeTian ZhangMinxue PanZhiyi MaChang-Jun Hu","2019","http://link.springer.com/article/10.1007/s10270-017-0634-5","Article"
"On the use of Max-SAT and PDDL in RBAC maintenance","Cybersecurity","","2","1","10.1186/s42400-019-0036-9","Marco BenedettiMarco Mori","2019","http://link.springer.com/article/10.1186/s42400-019-0036-9","Article"
"Towards a unified framework for anti-bribery in sport governance","International Journal of Disclosure and Governance","","16","2 - 3","10.1057/s41310-019-00058-w","Christina Philippou","2019","http://link.springer.com/article/10.1057/s41310-019-00058-w","Article"
"Dynamic management of a deep learning-based anomaly detection system for 5G networks","Journal of Ambient Intelligence and Humanized Computing","","10","8","10.1007/s12652-018-0813-4","Lorenzo Fernández MaimóAlberto Huertas CeldránManuel Gil PérezFélix J. García ClementeGregorio Martínez Pérez","2019","http://link.springer.com/article/10.1007/s12652-018-0813-4","Article"
"Semantic hierarchies for extracting, modeling, and connecting compliance requirements in information security control standards","Requirements Engineering","","24","3","10.1007/s00766-017-0287-5","Matthew L. HaleRose F. Gamble","2019","http://link.springer.com/article/10.1007/s00766-017-0287-5","Article"
"Role-based policy to maintain privacy of patient health records in cloud","The Journal of Supercomputing","","75","9","10.1007/s11227-019-02887-6","Akshay TembhareS. Sibi ChakkaravarthyD. SangeethaV. VaidehiM. Venkata Rathnam","2019","http://link.springer.com/article/10.1007/s11227-019-02887-6","Article"
"Privacy-Preserving Process Mining","Business & Information Systems Engineering","","61","5","10.1007/s12599-019-00613-3","Dr. Felix MannhardtProf. Dr. Agnes KoschmiderNathalie BaracaldoProf. Dr. Matthias WeidlichDr. Judith Michael","2019","http://link.springer.com/article/10.1007/s12599-019-00613-3","Article"
"A Critical Systems Approach to Elicit User-Centric Business Intelligence Business Requirements","Systemic Practice and Action Research","","32","5","10.1007/s11213-018-9468-5","Carin Venter","2019","http://link.springer.com/article/10.1007/s11213-018-9468-5","Article"
"Trust based access control model for securing electronic healthcare system","Journal of Ambient Intelligence and Humanized Computing","","10","11","10.1007/s12652-018-1138-z","Ashish SinghKakali Chatterjee","2019","http://link.springer.com/article/10.1007/s12652-018-1138-z","Article"
"Experimental evidence on external auditor reliance on the internal audit","Review of Managerial Science","","13","5","10.1007/s11846-018-0285-0","Reiner QuickPhilipp Henrizi","2019","http://link.springer.com/article/10.1007/s11846-018-0285-0","Article"
"Privacy-enhanced BPMN: enabling data privacy analysis in business processes models","Software and Systems Modeling","","18","6","10.1007/s10270-019-00718-z","Pille PullonenJake TomRaimundas MatulevičiusAivo Toots","2019","http://link.springer.com/article/10.1007/s10270-019-00718-z","Article"
"The Presence of Ethics Codes and Employees’ Internal Locus of Control, Social Aversion/Malevolence, and Ethical Judgment of Incivility: A Study of Smaller Organizations","Journal of Business Ethics","","160","3","10.1007/s10551-018-3880-8","Sean R. ValentineSheila K. HansonGary M. Fleischman","2019","http://link.springer.com/article/10.1007/s10551-018-3880-8","Article"
"A topology and risk-aware access control framework for cyber-physical space","Frontiers of Computer Science","","14","4","10.1007/s11704-019-8454-0","Yan CaoZhiqiu HuangYaoshen YuChangbo KeZihao Wang","2020","http://link.springer.com/article/10.1007/s11704-019-8454-0","Article"
"Anomaly detection in business processes using process mining and fuzzy association rule learning","Journal of Big Data","","7","1","10.1186/s40537-019-0277-1","Riyanarto SarnoFernandes SinagaKelly Rossa Sungkono","2020","http://link.springer.com/article/10.1186/s40537-019-0277-1","Article"
"Security through block vault in a blockchain enabled federated cloud framework","Applied Network Science","","5","1","10.1007/s41109-020-00256-4","Olumide MalomoDanda RawatMoses Garuba","2020","http://link.springer.com/article/10.1007/s41109-020-00256-4","Article"
"Family entrenchment and internal control: evidence from S&P 1500 firms","Review of Accounting Studies","","25","1","10.1007/s11142-019-09527-7","Xia ChenMei FengChan Li","2020","http://link.springer.com/article/10.1007/s11142-019-09527-7","Article"
"Using Hierarchical Timed Coloured Petri Nets in the formal study of TRBAC security policies","International Journal of Information Security","","19","2","10.1007/s10207-019-00448-9","Hasiba Ben AttiaLaid KahloulSaber BenhazrallahSamir Bourekkache","2020","http://link.springer.com/article/10.1007/s10207-019-00448-9","Article"
"A Note on Ṛta and Dharma: Restoring the Cosmological Principle","Journal of Indian Council of Philosophical Research","","37","2","10.1007/s40961-020-00204-8","Devi B. Dillard-Wright","2020","http://link.springer.com/article/10.1007/s40961-020-00204-8","Article"
"Big data security access control algorithm based on memory index acceleration in WSNs","EURASIP Journal on Wireless Communications and Networking","","2020","1","10.1186/s13638-020-01725-1","Jianhua PengHui ZhouQingjie MengJingli Yang","2020","http://link.springer.com/article/10.1186/s13638-020-01725-1","Article"
"A Blockchain-enabled decentralized settlement model for IoT data exchange services","Wireless Networks","","","","10.1007/s11276-020-02345-9","Wenmin LinXiaochun YinShoujin WangMohammad R. Khosravi","2020","http://link.springer.com/article/10.1007/s11276-020-02345-9","Article"
"How affordances of chatbots cross the chasm between social and traditional enterprise systems","Electronic Markets","","30","2","10.1007/s12525-019-00359-6","Emanuel StoeckliChristian DremelFalk UebernickelWalter Brenner","2020","http://link.springer.com/article/10.1007/s12525-019-00359-6","Article"
"Das Internet of Things – zwischen Usability und Verlust der Datensouveränität","HMD Praxis der Wirtschaftsinformatik","","57","3","10.1365/s40702-020-00623-w","Silvia KnittlValentina NeubergerSimon Dieterle","2020","http://link.springer.com/article/10.1365/s40702-020-00623-w","Article"
"Three cases of compliance with governance regulation: an organizational learning perspective","Journal of Management and Governance","","24","2","10.1007/s10997-019-09468-y","Sylvie HérouxMélanie Roussy","2020","http://link.springer.com/article/10.1007/s10997-019-09468-y","Article"
"A semi-automated BPMN-based framework for detecting conflicts between security, data-minimization, and fairness requirements","Software and Systems Modeling","","19","5","10.1007/s10270-020-00781-x","Qusai RamadanDaniel StrüberMattia SalnitriJan JürjensVolker RiedigerSteffen Staab","2020","http://link.springer.com/article/10.1007/s10270-020-00781-x","Article"
"Structuring IS framework for controlled corporate through statistical survey analytics","Journal of Data, Information and Management","","2","3","10.1007/s42488-020-00021-3","Rachel John Robinson","2020","http://link.springer.com/article/10.1007/s42488-020-00021-3","Article"
"Whale Watching on the Trading Floor: Unravelling Collusive Rogue Trading in Banks","Journal of Business Ethics","","165","4","10.1007/s10551-018-4096-7","Hagen RafeldSebastian G. Fritz-MorgenthalPeter N. Posch","2020","http://link.springer.com/article/10.1007/s10551-018-4096-7","Article"
"Designing a model for organizing volunteer personnel in disasters and emergencies in Tehran’s hospitals: an integrated approach of Fuzzy Delphi and interpretative structure modeling (ISM)","Natural Hazards","","103","2","10.1007/s11069-020-04055-z","Forouzandeh JannatDavoud Khorasani-ZavarehJavad Mir-Aghazadeh-AttariKiyoumars AllahbakhshiIraj Mohebbi","2020","http://link.springer.com/article/10.1007/s11069-020-04055-z","Article"
"A fuzzy TOPSIS based analysis toward selection of effective security requirements engineering approach for trustworthy healthcare software development","BMC Medical Informatics and Decision Making","","20","1","10.1186/s12911-020-01209-8","Md Tarique Jamal AnsariFahad Ahmed Al-ZahraniDhirendra PandeyAlka Agrawal","2020","http://link.springer.com/article/10.1186/s12911-020-01209-8","Article"
"The RALph miner for automated discovery and verification of resource-aware process models","Software and Systems Modeling","","19","6","10.1007/s10270-020-00820-7","Cristina CabanillasLars AckermannStefan SchönigChristian SturmJan Mendling","2020","http://link.springer.com/article/10.1007/s10270-020-00820-7","Article"
"Specification-driven predictive business process monitoring","Software and Systems Modeling","","19","6","10.1007/s10270-019-00761-w","Ario SantosoMichael Felderer","2020","http://link.springer.com/article/10.1007/s10270-019-00761-w","Article"
"Fraud Triangle from the Perspective of Accountants in the Czech Republic","International Advances in Economic Research","","26","4","10.1007/s11294-020-09801-4","Marie PasekováJana HelováMiroslava Dolejšová","2020","http://link.springer.com/article/10.1007/s11294-020-09801-4","Article"
"OBAC: towards agent-based identification and classification of roles, objects, permissions (ROP) in distributed environment","Multimedia Tools and Applications","","79","45 - 46","10.1007/s11042-020-08764-2","Sidra AslamMansoor AhmedImran AhmedAbid KhanAwais AhmadMuhammad ImranAdeel AnjumShahid Hussain","2020","http://link.springer.com/article/10.1007/s11042-020-08764-2","Article"
"A survey on security challenges in cloud computing: issues, threats, and solutions","The Journal of Supercomputing","","76","12","10.1007/s11227-020-03213-1","Hamed TabrizchiMarjan Kuchaki Rafsanjani","2020","http://link.springer.com/article/10.1007/s11227-020-03213-1","Article"
"Hard, soft or situational controls? Bridging the gap between security, compliance and internal control","Security Journal","","33","4","10.1057/s41284-019-00208-3","Harald Haelterman","2020","http://link.springer.com/article/10.1057/s41284-019-00208-3","Article"
"Toward artificial governance? The role of artificial intelligence in shaping the future of corporate governance","Journal of Management and Governance","","24","4","10.1007/s10997-020-09519-9","Michael Hilb","2020","http://link.springer.com/article/10.1007/s10997-020-09519-9","Article"
"Accounting and the US cannabis industry: federal financial regulations and the perspectives of Certified Public Accountants and cannabis businesses owners","Journal of Cannabis Research","","2","1","10.1186/s42238-020-00049-7","G. Suzanne Owens-Ott","2020","http://link.springer.com/article/10.1186/s42238-020-00049-7","Article"
"Why Dutch officials take bribes: a toxic mix of factors","Crime, Law and Social Change","","75","1","10.1007/s10611-020-09919-w","Madelijne GorsiraWim HuismanAdriaan DenkersLinda Steg","2021","http://link.springer.com/article/10.1007/s10611-020-09919-w","Article"
"Automotive Security mit der On-Board Telematics Platform (OTP)","Datenschutz und Datensicherheit - DuD","","45","2","10.1007/s11623-021-1396-3","Markus BartschMarkus Wagner","2021","http://link.springer.com/article/10.1007/s11623-021-1396-3","Article"
"Hybrid Data Privacy and Anonymization Algorithms for Smart Health Applications","SN Computer Science","","2","2","10.1007/s42979-021-00547-2","Y. N. FakeeroodeenY. Beeharry","2021","http://link.springer.com/article/10.1007/s42979-021-00547-2","Article"
"Reducing Accounting Aggressiveness with General Ethical Norms and Decision Structure","Journal of Business Ethics","","170","1","10.1007/s10551-019-04290-w","Khim KellyPamela R. Murphy","2021","http://link.springer.com/article/10.1007/s10551-019-04290-w","Article"
"A flexible fine-grained dynamic access control approach for cloud computing environment","Cluster Computing","","24","2","10.1007/s10586-020-03196-x","Saima MehrajM. Tariq Banday","2021","http://link.springer.com/article/10.1007/s10586-020-03196-x","Article"
"Resource Controllability of Business Processes Under Conditional Uncertainty","Journal on Data Semantics","","10","1 - 2","10.1007/s13740-021-00119-w","Matteo ZavatteriCarlo CombiLuca Viganò","2021","http://link.springer.com/article/10.1007/s13740-021-00119-w","Article"
"Cloud Computing Security Challenges and Related Defensive Measures: A Survey and Taxonomy","SN Computer Science","","2","4","10.1007/s42979-021-00732-3","Nnamdi Chuka-MadujiVaibhav Anu","2021","http://link.springer.com/article/10.1007/s42979-021-00732-3","Article"
"Extended Authorization Policy for Graph-Structured Data","SN Computer Science","","2","5","10.1007/s42979-021-00684-8","Aya MohamedDagmar AuerDaniel HoferJosef Küng","2021","http://link.springer.com/article/10.1007/s42979-021-00684-8","Article"
"Automated Essay Scoring and the Deep Learning Black Box: How Are Rubric Scores Determined?","International Journal of Artificial Intelligence in Education","","31","3","10.1007/s40593-020-00211-5","Vivekanandan S. KumarDavid Boulanger","2021","http://link.springer.com/article/10.1007/s40593-020-00211-5","Article"
"Enhancing service maintainability by monitoring and auditing SLA in cloud computing","Cluster Computing","","24","3","10.1007/s10586-020-03209-9","Eduardo ViegasAltair SantinJuliana BachtoldDarlan SegalinMaicon StihlerArlindo MarconCarlos Maziero","2021","http://link.springer.com/article/10.1007/s10586-020-03209-9","Article"
"Red flags of the Modaraba scam-a ponzi scheme in Pakistan: using victim accounts for better prevention","Crime Prevention and Community Safety","","23","3","10.1057/s41300-021-00124-y","Irfan UllahWiqar AhmadArshad AliShakir Ullah","2021","http://link.springer.com/article/10.1057/s41300-021-00124-y","Article"
"Specifying and verifying usage control models and policies in TLA
              
                
              
              $$^+$$
              
                
                  
                  +","International Journal on Software Tools for Technology Transfer","","23","5","10.1007/s10009-020-00600-0","Christos GrompanopoulosAntonios GouglidisAnastasia Mavridou","2021","http://link.springer.com/article/10.1007/s10009-020-00600-0","Article"
