Item Title;Publication Title;Book Series Title;Journal Volume;Journal Issue;Item DOI;Authors;Publication Year;URL;Content Type
An Intelligent Agent Based Temporal Action Status Access Control Model for XML Information Management;Information Technology and Mobile Communication;;;;10.1007/978-3-642-20573-6_82;N. JaisankarA. Kannan;2011;http://link.springer.com/chapter/10.1007/978-3-642-20573-6_82;Chapter
Automated Symbolic Analysis of ARBAC-Policies;Security and Trust Management;;;;10.1007/978-3-642-22444-7_2;Alessandro ArmandoSilvio Ranise;2011;http://link.springer.com/chapter/10.1007/978-3-642-22444-7_2;Chapter
An Autonomic Security Monitor for Distributed Operating Systems;Towards a Service-Based Internet;;;;10.1007/978-3-642-24755-2_10;Alvaro E. ArenasBenjamin AzizSzymon MajBrian Matthews;2011;http://link.springer.com/chapter/10.1007/978-3-642-24755-2_10;Chapter
Ontology-Based Matching of Security Attributes for Personal Data Access in e-Health;On the Move to Meaningful Internet Systems: OTM 2011;;;;10.1007/978-3-642-25106-1_13;Ioana CiuciuBrecht ClaerhoutLouis SchildersRobert Meersman;2011;http://link.springer.com/chapter/10.1007/978-3-642-25106-1_13;Chapter
An Iterative Approach for Business Process Template Synthesis from Compliance Rules;Advanced Information Systems Engineering;;;;10.1007/978-3-642-21640-4_31;Ahmed AwadRajeev GoréJames ThomsonMatthias Weidlich;2011;http://link.springer.com/chapter/10.1007/978-3-642-21640-4_31;Chapter
Trustworthy Clouds Underpinning the Future Internet;The Future Internet;;;;10.1007/978-3-642-20898-0_15;Rüdiger GlottElmar HusmannAhmad-Reza SadeghiMatthias Schunter;2011;http://link.springer.com/chapter/10.1007/978-3-642-20898-0_15;Chapter
Socially Constructed Trust for Distributed Authorization;Computer Security – ESORICS 2011;;;;10.1007/978-3-642-23822-2_15;Steve BarkerValerio Genovese;2011;http://link.springer.com/chapter/10.1007/978-3-642-23822-2_15;Chapter
Modularisation in Maude of Parametrized RBAC for Row Level Access Control;Advances in Databases and Information Systems;;;;10.1007/978-3-642-23737-9_29;Ścibor SobieskiBartosz Zieliński;2011;http://link.springer.com/chapter/10.1007/978-3-642-23737-9_29;Chapter
Patterns for Understanding Control Requirements for Information Systems for Governance, Risk Management, and Compliance (GRC IS);Advanced Information Systems Engineering Workshops;;;;10.1007/978-3-642-22056-2_23;Manuel WiescheCarolin BerwingMichael SchermannHelmut Krcmar;2011;http://link.springer.com/chapter/10.1007/978-3-642-22056-2_23;Chapter
Integrity of Electronic Patient Records;Electronic Government;;;;10.1007/978-3-642-22878-0_32;Joris HulstijnJan van der JagtPieter Heijboer;2011;http://link.springer.com/chapter/10.1007/978-3-642-22878-0_32;Chapter
Fragmento: Advanced Process Fragment Library;Information Systems Development;;;;10.1007/978-1-4419-9790-6_53;David SchummDimka KarastoyanovaFrank LeymannSteve Strauch;2011;http://link.springer.com/chapter/10.1007/978-1-4419-9790-6_53;Chapter
Cloud Forensics;Advances in Digital Forensics VII;;;;10.1007/978-3-642-24212-0_3;Keyun RuanJoe CarthyTahar KechadiMark Crosbie;2011;http://link.springer.com/chapter/10.1007/978-3-642-24212-0_3;Chapter
Continuous Control Monitoring-Based Regulation: A Case in the Meat Processing Industry;Advanced Information Systems Engineering Workshops;;;;10.1007/978-3-642-22056-2_26;Joris HulstijnRob ChristiaanseNitesh BharosaFriso SchmidRemco van WijkMarijn JanssenYao-Hua Tan;2011;http://link.springer.com/chapter/10.1007/978-3-642-22056-2_26;Chapter
On the Formal Specification of Regulatory Compliance: A Comparative Analysis;Service-Oriented Computing;;;;10.1007/978-3-642-19394-1_4;Amal ElgammalOktay TuretkenWillem-Jan van den HeuvelMike Papazoglou;2011;http://link.springer.com/chapter/10.1007/978-3-642-19394-1_4;Chapter
Emerging and Future Cyber Threats to Critical Systems;Open Research Problems in Network Security;;;;10.1007/978-3-642-19228-9_4;Edita DjambazovaMagnus AlmgrenKiril DimitrovErland Jonsson;2011;http://link.springer.com/chapter/10.1007/978-3-642-19228-9_4;Chapter
Supporting Customs Controls by Means of Service-Oriented Auditing;Building the e-World Ecosystem;;;;10.1007/978-3-642-27260-8_3;Hans WeigandFaiza Allah Bukhsh;2011;http://link.springer.com/chapter/10.1007/978-3-642-27260-8_3;Chapter
Mobile Security with Location-Aware Role-Based Access Control;Security and Privacy in Mobile Information and Communication Systems;;;;10.1007/978-3-642-30244-2_15;Nils Ulltveit-MoeVladimir Oleshchuk;2012;http://link.springer.com/chapter/10.1007/978-3-642-30244-2_15;Chapter
Transformation of Spatio-Temporal Role Based Access Control Specification to Alloy;Model and Data Engineering;;;;10.1007/978-3-642-33609-6_8;Emsaieb GeepallaBehzad BordbarJoel Last;2012;http://link.springer.com/chapter/10.1007/978-3-642-33609-6_8;Chapter
Modeling Security Requirements in Service Based Business Processes;Enterprise, Business-Process and Information Systems Modeling;;;;10.1007/978-3-642-31072-0_6;Sameh Hbaieb TurkiFarah BellaajAnis CharfiRafik Bouaziz;2012;http://link.springer.com/chapter/10.1007/978-3-642-31072-0_6;Chapter
Trust-Aware RBAC;Computer Network Security;;;;10.1007/978-3-642-33704-8_9;Vladimir Oleshchuk;2012;http://link.springer.com/chapter/10.1007/978-3-642-33704-8_9;Chapter
Modelling and Verification of Interorganizational Workflows with Security Constraints: A Petri Nets-Based Approach;Advanced Information Systems Engineering Workshops;;;;10.1007/978-3-642-31069-0_39;Oana Otilia Captarencu;2012;http://link.springer.com/chapter/10.1007/978-3-642-31069-0_39;Chapter
Transparency and Technical Measures to Establish Trust in Norwegian Internet Voting;E-Voting and Identity;;;;10.1007/978-3-642-32747-6_2;Oliver SpycherMelanie VolkamerReto Koenig;2012;http://link.springer.com/chapter/10.1007/978-3-642-32747-6_2;Chapter
Checking Satisfiability Aspects of Binding Constraints in a Business Process Context;Business Process Management Workshops;;;;10.1007/978-3-642-28115-0_44;Sigrid ScheferMark StrembeckJan Mendling;2012;http://link.springer.com/chapter/10.1007/978-3-642-28115-0_44;Chapter
An Extended RBAC Model for Task Delegation in Workflow Systems;Workshops on Business Informatics Research;;;;10.1007/978-3-642-29231-6_5;Khaled GaaloulErik ProperFrançois Charoy;2012;http://link.springer.com/chapter/10.1007/978-3-642-29231-6_5;Chapter
Performance Analysis for Workflow Management Systems under Role-Based Authorization Control;Advances in Grid and Pervasive Computing;;;;10.1007/978-3-642-30767-6_28;Limin LiuLigang HeStephen A. Jarvis;2012;http://link.springer.com/chapter/10.1007/978-3-642-30767-6_28;Chapter
Flexible Scoping of Authorization Constraints on Business Processes with Loops and Parallelism;Business Process Management Workshops;;;;10.1007/978-3-642-28115-0_39;Samuel J. BurriGünter Karjoth;2012;http://link.springer.com/chapter/10.1007/978-3-642-28115-0_39;Chapter
Towards the Orchestration of Secured Services under Non-disclosure Policies;Computer Network Security;;;;10.1007/978-3-642-33704-8_12;Tigran AvanesovYannick ChevalierMichaël RusinowitchMathieu Turuani;2012;http://link.springer.com/chapter/10.1007/978-3-642-33704-8_12;Chapter
The Semantics of Role-Based Trust Management Languages;Advances in Software Engineering Techniques;;;;10.1007/978-3-642-28038-2_14;Anna FelknerKrzysztof Sacha;2012;http://link.springer.com/chapter/10.1007/978-3-642-28038-2_14;Chapter
Bypassing Workflow Satisfiability Problem Due to Access Control Constraints;Networked Digital Technologies;;;;10.1007/978-3-642-30567-2_15;Hanan El Bakkali;2012;http://link.springer.com/chapter/10.1007/978-3-642-30567-2_15;Chapter
ROAC: A Role-Oriented Access Control Model;Information Security Theory and Practice. Security, Privacy and Trust in Computing Systems and Ambient Intelligent Ecosystems;;;;10.1007/978-3-642-30955-7_11;Nezar NassrEric Steegmans;2012;http://link.springer.com/chapter/10.1007/978-3-642-30955-7_11;Chapter
Mental Voting Booths;Information Security Technology for Applications;;;;10.1007/978-3-642-29615-4_7;Jérôme DossogneFrédéric Lafitte;2012;http://link.springer.com/chapter/10.1007/978-3-642-29615-4_7;Chapter
Definition and Enactment of Instance-Spanning Process Constraints;Web Information Systems Engineering - WISE 2012;;;;10.1007/978-3-642-35063-4_49;Maria LeitnerJuergen ManglerStefanie Rinderle-Ma;2012;http://link.springer.com/chapter/10.1007/978-3-642-35063-4_49;Chapter
Control Automation to Reduce Costs of Control;Advanced Information Systems Engineering Workshops;;;;10.1007/978-3-642-31069-0_27;Rob ChristiaanseJoris Hulstijn;2012;http://link.springer.com/chapter/10.1007/978-3-642-31069-0_27;Chapter
Tracking and Constraining Authorization Provenance;Advanced Research in Applied Artificial Intelligence;;;;10.1007/978-3-642-31087-4_68;Jinwei HuKhaled M. KhanYun BaiYan Zhang;2012;http://link.springer.com/chapter/10.1007/978-3-642-31087-4_68;Chapter
An Approach towards Subject-Oriented Access Control;S-BPM ONE – Scientific Research;;;;10.1007/978-3-642-29133-3_3;Alexander LawallThomas SchallerDominik Reichelt;2012;http://link.springer.com/chapter/10.1007/978-3-642-29133-3_3;Chapter
Risk-Aware RBAC Sessions;Information Systems Security;;;;10.1007/978-3-642-35130-3_5;Khalid Zaman BijonRam KrishnanRavi Sandhu;2012;http://link.springer.com/chapter/10.1007/978-3-642-35130-3_5;Chapter
Access Control Using Active Rules;Data Security and Security Data;;;;10.1007/978-3-642-25704-9_4;Raman AdaikkalavanSharma Chakravarthy;2012;http://link.springer.com/chapter/10.1007/978-3-642-25704-9_4;Chapter
Aligning Service-Oriented Architectures with Security Requirements;On the Move to Meaningful Internet Systems: OTM 2012;;;;10.1007/978-3-642-33606-5_15;Mattia SalnitriFabiano DalpiazPaolo Giorgini;2012;http://link.springer.com/chapter/10.1007/978-3-642-33606-5_15;Chapter
On the Modeling and Verification of Security-Aware and Process-Aware Information Systems;Business Process Management Workshops;;;;10.1007/978-3-642-28115-0_40;Jason CramptonMichael Huth;2012;http://link.springer.com/chapter/10.1007/978-3-642-28115-0_40;Chapter
PIGA-Virt: An Advanced Distributed MAC Protection of Virtual Systems;Euro-Par 2011: Parallel Processing Workshops;;;;10.1007/978-3-642-29740-3_47;J. BriffautE. LefebvreJ. Rouzaud-CornabasC. Toinard;2012;http://link.springer.com/chapter/10.1007/978-3-642-29740-3_47;Chapter
Configuring Private Data Management as Access Restrictions: From Design to Enforcement;Service-Oriented Computing;;;;10.1007/978-3-642-34321-6_23;Aurélien FaravelonStéphanie CholletChristine VerdierAgnès Front;2012;http://link.springer.com/chapter/10.1007/978-3-642-34321-6_23;Chapter
A New UCON Model for Web Industrial Control;Green Communications and Networks;;;;10.1007/978-94-007-2169-2_140;Yanpei LiuYuesheng GuJunhui Fu;2012;http://link.springer.com/chapter/10.1007/978-94-007-2169-2_140;Chapter
Mitigating the Intractability of the User Authorization Query Problem in Role-Based Access Control (RBAC);Network and System Security;;;;10.1007/978-3-642-34601-9_39;Nima MousaviMahesh V. Tripunitara;2012;http://link.springer.com/chapter/10.1007/978-3-642-34601-9_39;Chapter
Physical Access Control Administration Using Building Information Models;Cyberspace Safety and Security;;;;10.1007/978-3-642-35362-8_19;Nimalaprakasan SkandhakumarFarzad SalimJason ReidEd Dawson;2012;http://link.springer.com/chapter/10.1007/978-3-642-35362-8_19;Chapter
Towards Colored Petri Net Modeling of Expanded C-TMAC;Global Security, Safety and Sustainability & e-Democracy;;;;10.1007/978-3-642-33448-1_13;Apostolos K. ProvatidisChristos K. GeorgiadisIoannis K. Mavridis;2012;http://link.springer.com/chapter/10.1007/978-3-642-33448-1_13;Chapter
MONPOLY: Monitoring Usage-Control Policies;Runtime Verification;;;;10.1007/978-3-642-29860-8_27;David BasinMatúš HarvanFelix KlaedtkeEugen Zălinescu;2012;http://link.springer.com/chapter/10.1007/978-3-642-29860-8_27;Chapter
An Approach for Consistent Delegation in Process-Aware Information Systems;Business Information Systems;;;;10.1007/978-3-642-30359-3_6;Sigrid Schefer-WenzlMark StrembeckAnne Baumgrass;2012;http://link.springer.com/chapter/10.1007/978-3-642-30359-3_6;Chapter
Proposed Control Procedure to Mitigate the Risks of Strategic Information Outflow in the Recruitment Process;Trust, Privacy and Security in Digital Business;;;;10.1007/978-3-642-32287-7_5;Kashif SyedPavol ZavarskyDale LindskogRon RuhlShaun Aghili;2012;http://link.springer.com/chapter/10.1007/978-3-642-32287-7_5;Chapter
Automated Analysis of Infinite State Workflows with Access Control Policies;Security and Trust Management;;;;10.1007/978-3-642-29963-6_12;Alessandro ArmandoSilvio Ranise;2012;http://link.springer.com/chapter/10.1007/978-3-642-29963-6_12;Chapter
Evaluating Role Based Authorization Programs;Foundations of Intelligent Systems;;;;10.1007/978-3-642-34624-8_24;Chun Ruan;2012;http://link.springer.com/chapter/10.1007/978-3-642-34624-8_24;Chapter
SPTrack: Visual Analysis of Information Flows within SELinux Policies and Attack Logs;Active Media Technology;;;;10.1007/978-3-642-35236-2_60;Patrice ClementeBangaly KabaJonathan Rouzaud-CornabasMarc AlexandreGuillaume Aujay;2012;http://link.springer.com/chapter/10.1007/978-3-642-35236-2_60;Chapter
Where Did I Misbehave? Diagnostic Information in Compliance Checking;Business Process Management;;;;10.1007/978-3-642-32885-5_21;Elham RamezaniDirk FahlandWil M. P. van der Aalst;2012;http://link.springer.com/chapter/10.1007/978-3-642-32885-5_21;Chapter
Securing Virtual and Cloud Environments;Cloud Computing and Services Science;;;;10.1007/978-1-4614-2326-3_4;Mariana CarrollPaula KotzéAlta van der Merwe;2012;http://link.springer.com/chapter/10.1007/978-1-4614-2326-3_4;Chapter
A Framework for the Modular Specification and Orchestration of Authorization Policies;Information Security Technology for Applications;;;;10.1007/978-3-642-27937-9_11;Jason CramptonMichael Huth;2012;http://link.springer.com/chapter/10.1007/978-3-642-27937-9_11;Chapter
Automated Risk Mitigation in Business Processes;On the Move to Meaningful Internet Systems: OTM 2012;;;;10.1007/978-3-642-33606-5_14;Raffaele ConfortiArthur H. M. ter HofstedeMarcello La RosaMichael Adams;2012;http://link.springer.com/chapter/10.1007/978-3-642-33606-5_14;Chapter
Service Automata;Formal Aspects of Security and Trust;;;;10.1007/978-3-642-29420-4_10;Richard GayHeiko MantelBarbara Sprick;2012;http://link.springer.com/chapter/10.1007/978-3-642-29420-4_10;Chapter
A New RBAC Based Access Control Model for Cloud Computing;Advances in Grid and Pervasive Computing;;;;10.1007/978-3-642-30767-6_24;Zhuo TangJuan WeiAhmed SallamKenli LiRuixuan Li;2012;http://link.springer.com/chapter/10.1007/978-3-642-30767-6_24;Chapter
Research on Role and Context-Based Usage Control Model;Advances in Multimedia, Software Engineering and Computing Vol.1;;;;10.1007/978-3-642-25989-0_106;HaiYing Wu;2012;http://link.springer.com/chapter/10.1007/978-3-642-25989-0_106;Chapter
Modelling a User Authorisation and Data Access Framework for Multi-specialty Research Systems in Secondary Health Care;Electronic Healthcare;;;;10.1007/978-3-642-29262-0_15;Ire OgunsinaSarah N. Lim Choi KeungLei ZhaoGavin LangfordEdward TylerTheodoros N. Arvanitis;2012;http://link.springer.com/chapter/10.1007/978-3-642-29262-0_15;Chapter
Requirements towards Effective Process Mining;On the Move to Meaningful Internet Systems: OTM 2012 Workshops;;;;10.1007/978-3-642-33618-8_11;Matthias LohrmannAlexander Riedel;2012;http://link.springer.com/chapter/10.1007/978-3-642-33618-8_11;Chapter
A Prototype Tool for the Event-Driven Enforcement of SBVR Business Rules;Business Process Management Workshops;;;;10.1007/978-3-642-28108-2_43;Willem De RooverFilip CaronJan Vanthienen;2012;http://link.springer.com/chapter/10.1007/978-3-642-28108-2_43;Chapter
A Contextual Privacy-Aware Access Control Model for Network Monitoring Workflows: Work in Progress;Foundations and Practice of Security;;;;10.1007/978-3-642-27901-0_16;Eugenia I. PapagiannakopoulouMaria N. KoukoviniGeorgios V. LioudakisJoaquin Garcia-AlfaroDimitra I. KaklamaniIakovos S. Venieris;2012;http://link.springer.com/chapter/10.1007/978-3-642-27901-0_16;Chapter
Evolving Security Requirements in Multi-layered Service-Oriented-Architectures;Data Privacy Management and Autonomous Spontaneus Security;;;;10.1007/978-3-642-28879-1_13;Muhammad Sabir IdreesGabriel SermeYves RoudierAnderson Santana De OliveiraHerve GrallMario Südholt;2012;http://link.springer.com/chapter/10.1007/978-3-642-28879-1_13;Chapter
Veracity, Plausibility, and Reputation;Information Security Theory and Practice. Security, Privacy and Trust in Computing Systems and Ambient Intelligent Ecosystems;;;;10.1007/978-3-642-30955-7_3;Dieter Gollmann;2012;http://link.springer.com/chapter/10.1007/978-3-642-30955-7_3;Chapter
v-CAPS: A Confidentiality and Anonymity Preserving Routing Protocol for Content-Based Publish-Subscribe Networks;Security and Privacy in Communication Networks;;;;10.1007/978-3-642-31909-9_16;Amiya Kumar MajiSaurabh Bagchi;2012;http://link.springer.com/chapter/10.1007/978-3-642-31909-9_16;Chapter
Automatic Information Flow Analysis of Business Process Models;Business Process Management;;;;10.1007/978-3-642-32885-5_13;Rafael AccorsiAndreas Lehmann;2012;http://link.springer.com/chapter/10.1007/978-3-642-32885-5_13;Chapter
Exploring the Construction of Engineering Project Management Information;Information Engineering and Applications;;;;10.1007/978-1-4471-2386-6_149;Yuan HailinZhang Shengnan;2012;http://link.springer.com/chapter/10.1007/978-1-4471-2386-6_149;Chapter
A Delegation Model Based on Directed Acyclic Graph;Communications and Information Processing;;;;10.1007/978-3-642-31968-6_32;Xiujuan ZhangDianming ZhangYuanke ZhangJunhua Wu;2012;http://link.springer.com/chapter/10.1007/978-3-642-31968-6_32;Chapter
Are We Compromised? Modelling Security Assessment Games;Decision and Game Theory for Security;;;;10.1007/978-3-642-34266-0_14;Viet PhamCarlos Cid;2012;http://link.springer.com/chapter/10.1007/978-3-642-34266-0_14;Chapter
Verification of Security Coherence in Data Warehouse Designs;Trust, Privacy and Security in Digital Business;;;;10.1007/978-3-642-32287-7_18;Ali SalemSalah TrikiHanêne Ben-AbdallahNouria HarbiOmar Boussaid;2012;http://link.springer.com/chapter/10.1007/978-3-642-32287-7_18;Chapter
How to Select a Security Requirements Method? A Comparative Study with Students and Practitioners;Secure IT Systems;;;;10.1007/978-3-642-34210-3_7;Fabio MassacciFederica Paci;2012;http://link.springer.com/chapter/10.1007/978-3-642-34210-3_7;Chapter
Data Flow-Oriented Process Mining to Support Security Audits;Service-Oriented Computing - ICSOC 2011 Workshops;;;;10.1007/978-3-642-31875-7_18;Thomas Stocker;2012;http://link.springer.com/chapter/10.1007/978-3-642-31875-7_18;Chapter
RAL: A High-Level User-Oriented Resource Assignment Language for Business Processes;Business Process Management Workshops;;;;10.1007/978-3-642-28108-2_5;Cristina CabanillasManuel ResinasAntonio Ruiz-Cortés;2012;http://link.springer.com/chapter/10.1007/978-3-642-28108-2_5;Chapter
Towards Trustworthy Health Platform Cloud;Secure Data Management;;;;10.1007/978-3-642-32873-2_12;Mina DengMarco NalinMilan PetkovićIlaria BaroniAbitabile Marco;2012;http://link.springer.com/chapter/10.1007/978-3-642-32873-2_12;Chapter
User-Centric Identification Management for Cross Realm Cloud and Ubiquitous Computing;Future Information Technology, Application, and Service;;;;10.1007/978-94-007-4516-2_37;Reen-Cheng Wang;2012;http://link.springer.com/chapter/10.1007/978-94-007-4516-2_37;Chapter
Embedding ‘Break the Glass’ into Business Process Models;On the Move to Meaningful Internet Systems: OTM 2012;;;;10.1007/978-3-642-33606-5_29;Silvia von StackelbergKlemens BöhmMatthias Bracht;2012;http://link.springer.com/chapter/10.1007/978-3-642-33606-5_29;Chapter
Specification and Verification of Access Control Policies in EB3SEC: Work in Progress;Foundations and Practice of Security;;;;10.1007/978-3-642-27901-0_18;Pierre KonopackiHakim BelhaouariMarc FrappierRégine Laleau;2012;http://link.springer.com/chapter/10.1007/978-3-642-27901-0_18;Chapter
Multi-Policy Collaborative Access Control Model for Composite Services;Computer Science and its Applications;;;;10.1007/978-94-007-5699-1_98;Bo YuLin YangYongjun WangBofeng ZhangLinru MaYuan Cao;2012;http://link.springer.com/chapter/10.1007/978-94-007-5699-1_98;Chapter
Simplified Authentication and Authorization for RESTful Services in Trusted Environments;Service-Oriented and Cloud Computing;;;;10.1007/978-3-642-33427-6_21;Eric BrachmannGero DittmannKlaus-Dieter Schubert;2012;http://link.springer.com/chapter/10.1007/978-3-642-33427-6_21;Chapter
Anomaly Discovery and Resolution in MySQL Access Control Policies;Database and Expert Systems Applications;;;;10.1007/978-3-642-32597-7_47;Mohamed ShehabSaeed Al-HajSalil BhagurkarEhab Al-Shaer;2012;http://link.springer.com/chapter/10.1007/978-3-642-32597-7_47;Chapter
Implementation of Access Control Model for Distributed Information Systems Using Usage Control;Security and Intelligent Information Systems;;;;10.1007/978-3-642-25261-7_5;Aneta Poniszewska-Maranda;2012;http://link.springer.com/chapter/10.1007/978-3-642-25261-7_5;Chapter
The Risks of LSCITS: The Odds Are Stacked against Us;Large-Scale Complex IT Systems. Development, Operation and Management;;;;10.1007/978-3-642-34059-8_5;John A. McDermid;2012;http://link.springer.com/chapter/10.1007/978-3-642-34059-8_5;Chapter
UML Representation of Extended Role-Based Access Control Model with the Use of Usage Control Concept;Multidisciplinary Research and Practice for Information Systems;;;;10.1007/978-3-642-32498-7_11;Aneta Poniszewska-Maranda;2012;http://link.springer.com/chapter/10.1007/978-3-642-32498-7_11;Chapter
A Metamodel for the Design of Access-Control Policy Enforcement Managers: Work in Progress;Foundations and Practice of Security;;;;10.1007/978-3-642-27901-0_17;Michel Embe JiagueMarc FrappierFrédéric GervaisRégine LaleauRichard St-Denis;2012;http://link.springer.com/chapter/10.1007/978-3-642-27901-0_17;Chapter
Context-Specific Multi-Model-Template Retrieval;Collaborative Networks in the Internet of Services;;;;10.1007/978-3-642-32775-9_24;Frank HilbertRaimar J. Scherer;2012;http://link.springer.com/chapter/10.1007/978-3-642-32775-9_24;Chapter
BPMN4TOSCA: A Domain-Specific Language to Model Management Plans for Composite Applications;Business Process Model and Notation;;;;10.1007/978-3-642-33155-8_4;Oliver KoppTobias BinzUwe BreitenbücherFrank Leymann;2012;http://link.springer.com/chapter/10.1007/978-3-642-33155-8_4;Chapter
Formalisation and Implementation of the XACML Access Control Mechanism;Engineering Secure Software and Systems;;;;10.1007/978-3-642-28166-2_7;Massimiliano MasiRosario PuglieseFrancesco Tiezzi;2012;http://link.springer.com/chapter/10.1007/978-3-642-28166-2_7;Chapter
A Quantitative Model of Operating System Security Evaluation;Advances in Computer Science, Engineering & Applications;;;;10.1007/978-3-642-30111-7_33;Hammad AfzaliHassan Mokhtari;2012;http://link.springer.com/chapter/10.1007/978-3-642-30111-7_33;Chapter
Risk-Aware Role-Based Access Control;Security and Trust Management;;;;10.1007/978-3-642-29963-6_11;Liang ChenJason Crampton;2012;http://link.springer.com/chapter/10.1007/978-3-642-29963-6_11;Chapter
The Modeling and Analysis of Context and Cardinality Constraints Role-Based Authorization Mechanism;Wireless Algorithms, Systems, and Applications;;;;10.1007/978-3-642-31869-6_29;Limin LiuYujun LiuWei Cheng;2012;http://link.springer.com/chapter/10.1007/978-3-642-31869-6_29;Chapter
A Unified Attribute-Based Access Control Model Covering DAC, MAC and RBAC;Data and Applications Security and Privacy XXVI;;;;10.1007/978-3-642-31540-4_4;Xin JinRam KrishnanRavi Sandhu;2012;http://link.springer.com/chapter/10.1007/978-3-642-31540-4_4;Chapter
Key Terms for Service Level Agreements to Support Cloud Forensics;Advances in Digital Forensics VIII;;;;10.1007/978-3-642-33962-2_14;Keyun RuanJoshua JamesJoe CarthyTahar Kechadi;2012;http://link.springer.com/chapter/10.1007/978-3-642-33962-2_14;Chapter
The Infrastructure Level of Cloud Computing as a Basis for Privacy and Security of Software Services;Privacy and Identity Management for Life;;;;10.1007/978-3-642-31668-5_7;Ina SchieringJan Kretschmer;2012;http://link.springer.com/chapter/10.1007/978-3-642-31668-5_7;Chapter
Introducing a Mashup-Based Approach for Design-Time Compliance Checking in Business Processes;Advanced Information Systems Engineering Workshops;;;;10.1007/978-3-642-31069-0_28;Cristina CabanillasManuel ResinasAntonio Ruiz-Cortés;2012;http://link.springer.com/chapter/10.1007/978-3-642-31069-0_28;Chapter
Rule-Based Business Process Mining: Applications for Management;Management Intelligent Systems;;;;10.1007/978-3-642-30864-2_26;Filip CaronJan VanthienenBart Baesens;2012;http://link.springer.com/chapter/10.1007/978-3-642-30864-2_26;Chapter
Automated Resource Assignment in BPMN Models Using RACI Matrices;On the Move to Meaningful Internet Systems: OTM 2012;;;;10.1007/978-3-642-33606-5_5;Cristina CabanillasManuel ResinasAntonio Ruiz-Cortés;2012;http://link.springer.com/chapter/10.1007/978-3-642-33606-5_5;Chapter
The Construction of Systemetic Project of “Educating People by All Staff” in the Background of Mass Higher Education;Education and Educational Technology;;;;10.1007/978-3-642-24775-0_51;Yang-fan GaoJing-zhou MengQuan-xian ChenEr-mao He;2012;http://link.springer.com/chapter/10.1007/978-3-642-24775-0_51;Chapter
Internal Auditing Systems and Method in China: Reform and Improvement;Information and Business Intelligence;;;;10.1007/978-3-642-29087-9_85;Xiao-Mei Chen;2012;http://link.springer.com/chapter/10.1007/978-3-642-29087-9_85;Chapter
Representation and Reasoning on RBAC: A Nonmonotonic Approach;Knowledge Science, Engineering and Management;;;;10.1007/978-3-642-39787-5_19;Wei ZhangZuoquan Lin;2013;http://link.springer.com/chapter/10.1007/978-3-642-39787-5_19;Chapter
Automated Reviewing of Healthcare Security Policies;Foundations of Health Information Engineering and Systems;;;;10.1007/978-3-642-39088-3_12;Nafees QamarJohannes FaberYves LedruZhiming Liu;2013;http://link.springer.com/chapter/10.1007/978-3-642-39088-3_12;Chapter
An Aspect-Oriented Approach to Enforce Security Properties in Business Processes;Service-Oriented Computing - ICSOC 2012 Workshops;;;;10.1007/978-3-642-37804-1_35;Inaya YahyaSameh Hbaieb TurkiAnis CharfiSlim KallelRafik Bouaziz;2013;http://link.springer.com/chapter/10.1007/978-3-642-37804-1_35;Chapter
Secure and Compliant Implementation of Business Process-Driven Systems;Business Process Management Workshops;;;;10.1007/978-3-642-36285-9_66;Achim D. BruckerIsabelle Hang;2013;http://link.springer.com/chapter/10.1007/978-3-642-36285-9_66;Chapter
VRBAC: An Extended RBAC Model for Virtualized Environment and Its Conflict Checking Approach;Frontiers in Internet Technologies;;;;10.1007/978-3-642-53959-6_18;Yang LuoYazhuo LiQing TangZhao WeiChunhe Xia;2013;http://link.springer.com/chapter/10.1007/978-3-642-53959-6_18;Chapter
The Insider Threat in Cloud Computing;Critical Information Infrastructure Security;;;;10.1007/978-3-642-41476-3_8;Miltiadis KandiasNikos VirvilisDimitris Gritzalis;2013;http://link.springer.com/chapter/10.1007/978-3-642-41476-3_8;Chapter
Assured Cloud-Based Data Analysis with ClusterBFT;Middleware 2013;;;;10.1007/978-3-642-45065-5_5;Julian James StephenPatrick Eugster;2013;http://link.springer.com/chapter/10.1007/978-3-642-45065-5_5;Chapter
Towards Session-Aware RBAC Delegation: Function Switch;Data Privacy Management and Autonomous Spontaneous Security;;;;10.1007/978-3-642-35890-6_21;Meriam Ben Ghorbel-TalbiFrédéric CuppensNora Cuppens-BoulahiaStéphane Morucci;2013;http://link.springer.com/chapter/10.1007/978-3-642-35890-6_21;Chapter
Goal-Oriented Security Requirements Analysis for a System Used in Several Different Activities;Advanced Information Systems Engineering Workshops;;;;10.1007/978-3-642-38490-5_43;Haruhiko KaiyaTakao OkuboNobuyuki KanayaYuji SuzukiShinpei OgataKenji KaijiriNobukazu Yoshioka;2013;http://link.springer.com/chapter/10.1007/978-3-642-38490-5_43;Chapter
Dynamic Weaving in Aspect Oriented Business Process Management;On the Move to Meaningful Internet Systems: OTM 2013 Conferences;;;;10.1007/978-3-642-41030-7_2;Amin JalaliPetia WohedChun OuyangPaul Johannesson;2013;http://link.springer.com/chapter/10.1007/978-3-642-41030-7_2;Chapter
